DAY ID MONTHLY_REVENUE VAT_PAYMENT EBT MONTHLY_WAGE_PAYMENT TOTAL_FINANCIAL_PAYMENT PHYSICAL_CAPITAL_DEPRECIATION_COST DIVIDEND_PAYMENT CAPITAL_TAX_PAYMENT NET_EARNINGS
 300 9 20.893776 0.456713 -54.911309 10.000000 12.015938 34.722222 0.000000 0.000000 -54.911309
 300 10 55.097639 5.158240 -38.520543 10.000000 14.431280 34.722222 0.000000 0.000000 -38.520543
 300 1 387.210983 76.839018 0.425106 270.000000 0.508322 34.722222 1.700423 0.042511 0.382595
 300 2 53.094547 3.758520 -49.688142 30.000000 0.000000 34.722222 -0.000000 0.000000 -49.688142
 300 15 35.812648 37.536491 15.516723 20.000000 17.840129 34.722222 62.066891 1.551672 13.965050
 300 16 0.000000 0.000000 -71.820849 30.000000 7.098627 34.722222 0.000000 0.000000 -71.820849
 300 8 62.594641 20.832812 6.919747 10.000000 4.010290 34.722222 27.678988 0.691975 6.227772
 300 7 0.000000 0.000000 -55.881174 20.000000 1.158951 34.722222 -0.000000 0.000000 -55.881174
 300 14 343.151684 83.528730 3.646749 280.000000 1.158951 34.722222 14.586997 0.364675 3.282074
 300 13 229.559223 75.130429 -15.359460 280.000000 1.158952 34.722222 -0.000000 0.000000 -15.359460
 300 6 9.590115 2.494205 -36.611208 10.000000 1.865807 34.722222 0.000000 0.000000 -36.611208
 300 5 0.000000 0.000000 -65.881176 30.000000 1.158954 34.722222 -0.000000 0.000000 -65.881176
 300 12 103.659156 40.947346 -32.091794 160.000000 1.158954 34.722222 -0.000000 0.000000 -32.091794
 300 11 137.267887 83.528730 3.646749 280.000000 1.158951 34.722222 14.586997 0.364675 3.282074
 300 3 26.983800 44.201009 0.268017 140.000000 0.741728 34.722222 1.072068 0.026802 0.241215
 300 4 0.000000 20.323616 4.391110 20.000000 4.616691 34.722222 17.564439 0.439111 3.951999
 320 18 0.000000 0.000000 -44.722222 10.000000 0.000000 34.722222 0.000000 0.000000 -44.722222
 320 17 0.000000 23.816026 9.780288 10.000000 1.640441 34.722222 39.121153 0.978029 8.802259
 320 9 13.317942 4.178755 -41.539892 10.000000 13.532690 34.722222 0.000000 0.000000 -41.539892
 320 10 83.730419 11.331487 -14.808663 10.000000 15.412389 34.722222 -0.000000 0.000000 -14.808663
 320 2 0.000000 10.618909 -12.246584 20.000000 0.000000 34.722222 -0.000000 0.000000 -12.246584
 320 1 322.546050 81.767687 6.368041 260.000000 0.508322 34.722222 25.472164 0.636804 5.731237
 320 16 7.264126 0.000000 -62.886199 20.000000 8.163976 34.722222 0.000000 0.000000 -62.886199
 320 15 39.721351 9.346758 -55.175320 40.000000 17.840129 34.722222 -0.000000 0.000000 -55.175320
 320 7 0.000000 0.000000 -45.881174 10.000000 1.158951 34.722222 -0.000000 0.000000 -45.881174
 320 8 37.157500 20.177771 6.395714 10.000000 4.010290 34.722222 25.582858 0.639571 5.756143
 320 14 304.457860 83.530287 3.647995 280.000000 1.158951 34.722222 14.591980 0.364800 3.283196
 320 13 166.496852 70.942183 -2.112442 250.000000 1.158952 34.722222 -0.000000 0.000000 -2.112442
 320 6 5.959101 2.207171 -38.178671 10.000000 2.285133 34.722222 0.000000 0.000000 -38.178671
 320 5 0.000000 2.672392 -45.191609 20.000000 1.158954 34.722222 -0.000000 0.000000 -45.191609
 320 11 186.814278 83.530287 3.647995 280.000000 1.158951 34.722222 14.591980 0.364800 3.283196
 320 12 27.894989 56.882783 16.329991 110.000000 1.158954 34.722222 65.319964 1.632999 14.696992
 320 3 45.379177 36.307542 -20.233781 130.000000 0.741728 34.722222 -0.000000 0.000000 -20.233781
 320 4 0.000000 1.859207 -51.902087 20.000000 4.616691 34.722222 -0.000000 0.000000 -51.902087
 340 17 0.000000 0.000000 -46.362663 10.000000 1.640441 34.722222 -0.000000 0.000000 -46.362663
 340 18 0.000000 0.000000 -44.722222 10.000000 0.000000 34.722222 0.000000 0.000000 -44.722222
 340 9 18.872191 2.933721 -46.520029 10.000000 13.532690 34.722222 0.000000 0.000000 -46.520029
 340 10 76.725778 18.675805 2.913722 10.000000 15.412389 34.722222 11.654887 0.291372 2.622350
 340 1 273.562224 69.689530 -16.472425 260.000000 0.508322 34.722222 -0.000000 0.000000 -16.472425
 340 2 1.203320 0.000000 -54.722222 20.000000 0.000000 34.722222 -0.000000 0.000000 -54.722222
 340 16 4.527354 1.452825 -47.074898 10.000000 8.163976 34.722222 0.000000 0.000000 -47.074898
 340 15 61.359995 9.460671 -34.719668 20.000000 17.840129 34.722222 -0.000000 0.000000 -34.719668
 340 8 79.446232 13.928275 1.396118 10.000000 4.010290 34.722222 5.584471 0.139612 1.256506
 340 7 0.000000 0.000000 -45.881174 10.000000 1.158951 34.722222 -0.000000 0.000000 -45.881174
 340 14 217.091469 83.531067 3.648619 280.000000 1.158951 34.722222 14.594476 0.364862 3.283757
 340 13 158.384916 50.674088 -63.184824 230.000000 1.158952 34.722222 -0.000000 0.000000 -63.184824
 340 6 30.554498 2.120867 -38.523886 10.000000 2.285133 34.722222 0.000000 0.000000 -38.523886
 340 5 14.162051 2.578383 -35.567645 10.000000 1.158954 34.722222 -0.000000 0.000000 -35.567645
 340 12 77.758065 42.972666 5.201898 110.000000 1.158954 34.722222 20.807590 0.520190 4.681708
 340 11 158.573778 83.531067 3.648619 280.000000 1.158951 34.722222 14.594476 0.364862 3.283757
 340 3 30.159212 47.276463 12.728381 90.000000 0.741728 34.722222 50.913522 1.272838 11.455543
 340 4 0.000000 0.000000 -49.338913 10.000000 4.616691 34.722222 -0.000000 0.000000 -49.338913
 360 17 0.000000 0.000000 -46.362663 10.000000 1.640441 34.722222 -0.000000 0.000000 -46.362663
 360 18 0.000000 0.000000 -44.722222 10.000000 0.000000 34.722222 0.000000 0.000000 -44.722222
 360 9 40.776447 3.774438 -43.157159 10.000000 13.532690 34.722222 0.000000 0.000000 -43.157159
 360 10 79.905767 15.345156 0.249202 10.000000 15.412389 34.722222 0.996809 0.024920 0.224282
 360 1 198.461498 60.769588 -32.152193 240.000000 0.508322 34.722222 -0.000000 0.000000 -32.152193
 360 2 13.627818 0.240664 -43.759566 10.000000 0.000000 34.722222 -0.000000 0.000000 -43.759566
 360 16 1.065240 0.905471 -49.264316 10.000000 8.163976 34.722222 0.000000 0.000000 -49.264316
 360 15 69.919658 14.439318 -4.805078 10.000000 17.840129 34.722222 -0.000000 0.000000 -4.805078
 360 8 0.000000 21.303292 7.296131 10.000000 4.010290 34.722222 29.184525 0.729613 6.566518
 360 7 0.000000 0.000000 -45.881174 10.000000 1.158951 34.722222 -0.000000 0.000000 -45.881174
 360 14 304.487789 76.337878 -10.529661 280.000000 1.158951 34.722222 -0.000000 0.000000 -10.529661
 360 13 121.411736 49.759266 2.631178 150.000000 1.158952 34.722222 10.524713 0.263118 2.368060
 360 5 11.702721 5.246511 -24.895134 10.000000 1.158954 34.722222 -0.000000 0.000000 -24.895134
 360 6 25.617111 10.923276 -3.314254 10.000000 2.285133 34.722222 0.000000 0.000000 -3.314254
 360 11 148.410057 81.899837 2.343635 280.000000 1.158951 34.722222 9.374540 0.234364 2.109272
 360 12 40.063349 40.992073 3.617423 110.000000 1.158954 34.722222 14.469694 0.361742 3.255681
 360 3 29.119015 19.379586 -47.945607 90.000000 0.741728 34.722222 -0.000000 0.000000 -47.945607
 360 4 0.000000 0.625979 -46.834999 10.000000 4.616691 34.722222 -0.000000 0.000000 -46.834999
 380 17 0.000000 0.000000 -46.362663 10.000000 1.640441 34.722222 -0.000000 0.000000 -46.362663
 380 18 0.000000 0.000000 -44.722222 10.000000 0.000000 34.722222 0.000000 0.000000 -44.722222
 380 9 23.692060 8.155289 -25.633755 10.000000 13.532690 34.722222 0.000000 0.000000 -25.633755
 380 10 76.481581 16.354356 1.056562 10.000000 15.412389 34.722222 4.226249 0.105656 0.950906
 380 1 279.151696 46.319010 -39.954503 190.000000 0.508322 34.722222 -0.000000 0.000000 -39.954503
 380 2 0.000000 2.725564 -33.819968 10.000000 0.000000 34.722222 -0.000000 0.000000 -33.819968
 380 15 0.000000 15.043393 -2.388777 10.000000 17.840129 34.722222 -0.000000 0.000000 -2.388777
 380 16 28.284098 1.018709 -48.811363 10.000000 8.163976 34.722222 0.000000 0.000000 -48.811363
 380 8 0.000000 0.000000 -48.732512 10.000000 4.010290 34.722222 -0.000000 0.000000 -48.732512
 380 7 1.414710 0.000000 -45.881174 10.000000 1.158951 34.722222 -0.000000 0.000000 -45.881174
 380 14 237.060677 78.162190 3.353517 260.000000 1.158951 34.722222 13.414069 0.335352 3.018165
 380 13 147.808960 38.561783 -31.634043 150.000000 1.158952 34.722222 -0.000000 0.000000 -31.634043
 380 6 32.800126 9.859242 -7.570389 10.000000 2.285133 34.722222 -0.000000 0.000000 -7.570389
 380 5 41.861722 5.755198 -22.860384 10.000000 1.158954 34.722222 -0.000000 0.000000 -22.860384
 380 12 63.677751 28.930832 -30.157850 110.000000 1.158954 34.722222 -0.000000 0.000000 -30.157850
 380 11 104.505688 85.163277 4.954387 280.000000 1.158951 34.722222 19.817549 0.495439 4.458949
 380 3 23.628260 22.585902 -25.120344 80.000000 0.741728 34.722222 -0.000000 0.000000 -25.120344
 380 4 0.000000 0.482843 -47.407540 10.000000 4.616691 34.722222 -0.000000 0.000000 -47.407540
 400 18 0.000000 0.000000 -44.722222 10.000000 0.000000 34.722222 0.000000 0.000000 -44.722222
 400 17 0.000000 0.000000 -46.362663 10.000000 1.640441 34.722222 -0.000000 0.000000 -46.362663
 400 9 21.634205 4.738412 -39.301265 10.000000 13.532690 34.722222 0.000000 0.000000 -39.301265
 400 10 36.208232 17.873568 2.271932 10.000000 15.412389 34.722222 9.087728 0.227193 2.044739
 400 1 200.356190 58.862642 12.044005 140.000000 0.508322 34.722222 48.176020 1.204401 10.839605
 400 2 0.840208 0.000000 -44.722222 10.000000 0.000000 34.722222 -0.000000 0.000000 -44.722222
 400 16 19.122661 6.472558 -26.995966 10.000000 8.163976 34.722222 0.000000 0.000000 -26.995966
 400 15 0.000000 0.000000 -62.562351 10.000000 17.840129 34.722222 -0.000000 0.000000 -62.562351
 400 7 0.000000 0.282942 -44.749406 10.000000 1.158951 34.722222 0.000000 0.000000 -44.749406
 400 8 0.000000 0.000000 -48.732512 10.000000 4.010290 34.722222 -0.000000 0.000000 -48.732512
 400 14 204.570277 69.058362 -19.647726 260.000000 1.158951 34.722222 -0.000000 0.000000 -19.647726
 400 13 149.863156 47.392669 10.737900 100.000000 1.158952 34.722222 42.951600 1.073790 9.664110
 400 5 9.463010 9.364231 -8.424253 10.000000 1.158954 34.722222 -0.000000 0.000000 -8.424253
 400 6 80.864093 8.165082 -14.347026 10.000000 2.285133 34.722222 -0.000000 0.000000 -14.347026
 400 12 47.322201 29.250671 -28.878494 110.000000 1.158954 34.722222 -0.000000 0.000000 -28.878494
 400 11 149.214687 81.092095 1.697441 280.000000 1.158951 34.722222 6.789765 0.169744 1.527697
 400 3 33.719933 19.435617 -7.721481 50.000000 0.741728 34.722222 -0.000000 0.000000 -7.721481
 400 4 0.000000 0.295580 -48.156593 10.000000 4.616691 34.722222 -0.000000 0.000000 -48.156593
 420 18 0.000000 0.000000 -44.722222 10.000000 0.000000 34.722222 0.000000 0.000000 -44.722222
 420 17 0.000000 0.000000 -46.362663 10.000000 1.640441 34.722222 -0.000000 0.000000 -46.362663
 420 10 0.000000 7.481581 -30.208286 10.000000 15.412389 34.722222 -0.000000 0.000000 -30.208286
 420 9 69.336362 4.326841 -40.947549 10.000000 13.532690 34.722222 0.000000 0.000000 -40.947549
 420 1 252.663499 46.352374 2.035790 140.000000 0.508322 34.722222 8.143162 0.203579 1.832211
 420 2 7.557373 0.168042 -44.050056 10.000000 0.000000 34.722222 -0.000000 0.000000 -44.050056
 420 16 19.713830 3.965567 -37.023929 10.000000 8.163976 34.722222 0.000000 0.000000 -37.023929
 420 15 0.926231 0.000000 -62.562351 10.000000 17.840129 34.722222 -0.000000 0.000000 -62.562351
 420 7 20.795939 0.000000 -45.881174 10.000000 1.158951 34.722222 0.000000 0.000000 -45.881174
 420 8 0.000000 0.000000 -48.732512 10.000000 4.010290 34.722222 -0.000000 0.000000 -48.732512
 420 14 204.658552 59.365747 -18.418186 220.000000 1.158951 34.722222 -0.000000 0.000000 -18.418186
 420 13 107.885564 42.625875 6.924465 100.000000 1.158952 34.722222 27.697860 0.692447 6.232019
 420 6 22.803405 25.497639 10.996640 10.000000 2.285133 34.722222 43.986559 1.099664 9.896976
 420 5 30.419438 4.809649 -26.642582 10.000000 1.158954 34.722222 -0.000000 0.000000 -26.642582
 420 12 20.122273 30.462441 -14.031414 100.000000 1.158954 34.722222 -0.000000 0.000000 -14.031414
 420 11 145.419699 78.037424 -3.731479 280.000000 1.158951 34.722222 -0.000000 0.000000 -3.731479
 420 3 0.000000 18.479153 1.690532 30.000000 0.741728 34.722222 6.762129 0.169053 1.521479
 420 4 1.845535 0.505026 -47.318809 10.000000 4.616691 34.722222 -0.000000 0.000000 -47.318809
 440 18 0.000000 0.000000 -44.722222 10.000000 0.000000 34.722222 0.000000 0.000000 -44.722222
 440 17 0.000000 0.000000 -46.362663 10.000000 1.640441 34.722222 -0.000000 0.000000 -46.362663
 440 9 51.767806 15.255760 2.768129 10.000000 13.532690 34.722222 0.000000 0.276813 2.491316
 440 10 0.000000 0.000000 -60.134611 10.000000 15.412389 34.722222 -0.000000 0.000000 -60.134611
 440 1 164.740935 56.309505 10.001495 140.000000 0.508322 34.722222 40.005980 1.000149 9.001345
 440 2 0.000000 1.511475 -38.676324 10.000000 0.000000 34.722222 -0.000000 0.000000 -38.676324
 440 16 2.077196 4.466312 -35.020950 10.000000 8.163976 34.722222 0.000000 0.000000 -35.020950
 440 15 8.940369 0.742093 -59.593980 10.000000 17.840129 34.722222 -0.000000 0.000000 -59.593980
 440 7 5.713307 5.026732 -25.774248 10.000000 1.158951 34.722222 0.000000 0.000000 -25.774248
 440 8 0.000000 0.000000 -48.732512 10.000000 4.010290 34.722222 -0.000000 0.000000 -48.732512
 440 14 181.222858 58.532123 3.649463 180.000000 1.158951 34.722222 14.597854 0.364946 3.284517
 440 13 126.053065 33.276743 -2.774201 100.000000 1.158952 34.722222 -0.000000 0.000000 -2.774201
 440 5 39.199444 16.072990 3.682156 10.000000 1.158954 34.722222 14.728626 0.368216 3.313941
 440 6 83.221049 10.166485 -6.341415 10.000000 2.285133 34.722222 -0.000000 0.000000 -6.341415
 440 12 56.453282 22.415346 -26.219793 80.000000 1.158954 34.722222 -0.000000 0.000000 -26.219793
 440 11 99.737807 72.624533 0.923391 250.000000 1.158951 34.722222 3.693566 0.092339 0.831052
 440 4 0.000000 0.537462 -47.189064 10.000000 4.616691 34.722222 -0.000000 0.000000 -47.189064
 440 3 19.091576 6.418026 -39.791845 30.000000 0.741728 34.722222 -0.000000 0.000000 -39.791845
 460 17 0.000000 0.000000 -46.362663 10.000000 1.640441 34.722222 -0.000000 0.000000 -46.362663
 460 18 0.000000 0.706387 -41.896676 10.000000 0.000000 34.722222 0.000000 0.000000 -41.896676
 460 10 0.000000 0.000000 -60.134611 10.000000 15.412389 34.722222 -0.000000 0.000000 -60.134611
 460 9 95.684314 11.579739 -11.935956 10.000000 13.532690 34.722222 -0.000000 0.000000 -11.935956
 460 1 219.982015 35.067375 -34.961043 140.000000 0.508322 34.722222 -0.000000 0.000000 -34.961043
 460 2 12.425572 0.000000 -44.722222 10.000000 0.000000 34.722222 0.000000 0.000000 -44.722222
 460 16 52.467596 0.824586 -49.587856 10.000000 8.163976 34.722222 0.000000 0.000000 -49.587856
 460 15 2.167264 2.012488 -54.512398 10.000000 17.840129 34.722222 -0.000000 0.000000 -54.512398
 460 7 3.639173 1.443331 -40.107849 10.000000 1.158951 34.722222 0.000000 0.000000 -40.107849
 460 8 0.000000 0.000000 -48.732512 10.000000 4.010290 34.722222 -0.000000 0.000000 -48.732512
 460 14 158.179557 49.426705 -18.174353 180.000000 1.158951 34.722222 -0.000000 0.000000 -18.174353
 460 13 77.743466 38.625721 3.724342 100.000000 1.158952 34.722222 14.897369 0.372434 3.351908
 460 6 0.000000 22.516561 8.611777 10.000000 2.285133 34.722222 34.447110 0.861178 7.750600
 460 5 0.000000 20.174995 6.963760 10.000000 1.158954 34.722222 27.855042 0.696376 6.267384
 460 12 80.425107 21.991824 2.417224 40.000000 1.158954 34.722222 9.668896 0.241722 2.175502
 460 11 109.007208 59.328491 -38.567207 240.000000 1.158951 34.722222 -0.000000 0.000000 -38.567207
 460 3 0.676310 10.900137 -11.863402 20.000000 0.741728 34.722222 -0.000000 0.000000 -11.863402
 460 4 1.597564 1.964140 -41.482352 10.000000 4.616691 34.722222 -0.000000 0.000000 -41.482352
 480 18 0.000000 0.244452 -9.022192 10.000000 0.000000 0.000000 0.000000 0.000000 -9.022192
 480 17 0.000000 0.000000 -11.640441 10.000000 1.640441 0.000000 -0.000000 0.000000 -11.640441
 480 9 0.000000 19.525262 3.969227 10.000000 13.532690 34.722222 15.876908 0.396923 3.572304
 480 10 0.774869 0.000000 -60.134611 10.000000 15.412389 34.722222 -0.000000 0.000000 -60.134611
 480 1 196.340255 47.984469 3.341466 140.000000 0.508322 34.722222 13.365865 0.334147 3.007320
 480 2 38.679920 2.602989 -34.310265 10.000000 0.000000 34.722222 0.000000 0.000000 -34.310265
 480 16 100.929628 10.873233 -9.393266 10.000000 8.163976 34.722222 0.000000 0.000000 -9.393266
 480 15 6.753848 0.433453 -60.828540 10.000000 17.840129 34.722222 -0.000000 0.000000 -60.828540
 480 7 41.491663 0.845710 -42.498335 10.000000 1.158951 34.722222 0.000000 0.000000 -42.498335
 480 8 0.000000 0.000000 -48.732512 10.000000 4.010290 34.722222 -0.000000 0.000000 -48.732512
 480 14 146.950564 47.759002 1.030967 150.000000 1.158951 34.722222 4.123869 0.103097 0.927871
 480 13 95.183714 27.638883 -25.325641 100.000000 1.158952 34.722222 -0.000000 0.000000 -25.325641
 480 5 0.000000 0.000000 -45.881176 10.000000 1.158954 34.722222 -0.000000 0.000000 -45.881176
 480 6 0.000000 0.000000 -47.007356 10.000000 2.285133 34.722222 -0.000000 0.000000 -47.007356
 480 11 75.029712 61.976724 6.405145 180.000000 1.158951 34.722222 25.620578 0.640514 5.764630
 480 12 32.237664 34.341094 12.296640 40.000000 1.158954 34.722222 49.186559 1.229664 11.066976
 480 4 0.810715 6.880145 -21.818332 10.000000 4.616691 34.722222 -0.000000 0.000000 -21.818332
 480 3 2.007777 6.418079 -29.791633 20.000000 0.741728 34.722222 -0.000000 0.000000 -29.791633
 500 17 0.000000 0.000000 -11.640441 10.000000 1.640441 0.000000 -0.000000 0.000000 -11.640441
 500 18 0.000000 2.772325 1.089302 10.000000 0.000000 0.000000 0.000000 0.108930 0.980372
 500 10 1.230928 0.154974 -24.792494 10.000000 15.412389 0.000000 -0.000000 0.000000 -24.792494
 500 9 0.000000 0.000000 -23.532690 10.000000 13.532690 0.000000 -0.000000 0.000000 -23.532690
 500 2 18.144544 7.851929 9.647663 10.000000 0.000000 0.000000 11.760053 0.964766 8.682896
 500 1 82.703131 43.949492 7.057930 140.000000 0.508322 0.000000 28.231718 0.705793 6.352137
 500 15 0.823118 1.845031 -20.460004 10.000000 17.840129 0.000000 -0.000000 0.000000 -20.460004
 500 16 71.494803 21.575871 68.139509 10.000000 8.163976 0.000000 0.000000 6.813951 61.325558
 500 8 0.000000 0.000000 -14.010290 10.000000 4.010290 0.000000 -0.000000 0.000000 -14.010290
 500 7 2.519177 9.044128 24.782465 10.000000 1.158951 0.000000 0.235097 2.478246 22.304218
 500 13 44.182193 25.411693 0.097564 100.000000 1.158952 0.000000 0.390258 0.009756 0.087808
 500 14 79.403183 42.500070 5.768266 140.000000 1.158951 0.000000 23.073063 0.576827 5.191439
 500 6 0.000000 0.000000 -12.285133 10.000000 2.285133 0.000000 -0.000000 0.000000 -12.285133
 500 5 0.000000 0.000000 -11.158954 10.000000 1.158954 0.000000 -0.000000 0.000000 -11.158954
 500 12 13.555217 14.573558 3.427055 40.000000 1.158954 0.000000 13.708220 0.342706 3.084350
 500 11 41.920274 43.799940 -5.959192 180.000000 1.158951 0.000000 -0.000000 0.000000 -5.959192
 500 3 7.754552 1.738158 -3.789095 10.000000 0.741728 0.000000 -0.000000 0.000000 -3.789095
 500 4 3.486792 10.152179 5.198405 10.000000 4.616691 0.000000 20.793618 0.519840 4.678564
 520 18 0.000000 1.991095 -2.035621 10.000000 0.000000 0.000000 0.000000 0.000000 -2.035621
 520 17 0.000000 0.111012 -11.196392 10.000000 1.640441 0.000000 -0.000000 0.000000 -11.196392
 520 9 0.000000 0.000000 -23.532690 10.000000 13.532690 0.000000 -0.000000 0.000000 -23.532690
 520 10 8.644912 0.246186 -24.427647 10.000000 15.412389 0.000000 -0.000000 0.000000 -24.427647
 520 1 0.000000 18.122432 0.396281 70.000000 0.508322 0.000000 1.585124 0.039628 0.356653
 520 2 24.163242 3.628909 0.903127 10.000000 0.000000 0.000000 3.612508 0.090313 0.812814
 520 16 42.878396 15.788710 40.598729 10.000000 7.005022 0.000000 5.551088 4.059873 36.538856
 520 15 7.705626 0.164624 -26.022680 10.000000 16.681175 0.000000 -0.000000 0.000000 -26.022680
 520 7 21.163456 2.403502 -0.385993 10.000000 0.000000 0.000000 0.000000 0.000000 -0.385993
 520 8 0.000000 0.000000 -12.851336 10.000000 2.851336 0.000000 -0.000000 0.000000 -12.851336
 520 14 31.425049 25.327363 6.261890 70.000000 0.000000 0.000000 25.047561 0.626189 5.635701
 520 13 54.774726 12.681703 0.145362 50.000000 0.000000 0.000000 0.581448 0.014536 0.130826
 520 5 0.000000 0.000000 -10.000000 10.000000 0.000000 0.000000 -0.000000 0.000000 -10.000000
 520 6 0.000000 0.000000 -11.126179 10.000000 1.126179 0.000000 -0.000000 0.000000 -11.126179
 520 11 40.932407 21.386192 -4.455232 90.000000 0.000000 0.000000 -0.000000 0.000000 -4.455232
 520 12 20.532124 10.723060 4.578448 20.000000 0.000000 0.000000 18.313791 0.457845 4.120603
 520 4 2.825213 6.826605 2.686291 10.000000 3.874963 0.000000 10.745165 0.268629 2.417662
 520 3 4.827617 3.388634 0.710907 10.000000 0.000000 0.000000 2.843629 0.071091 0.639817
 540 17 0.000000 2.526443 -1.534669 10.000000 1.640441 0.000000 -0.000000 0.000000 -1.534669
 540 18 0.000000 7.817962 21.271846 10.000000 0.000000 0.000000 0.000000 2.127185 19.144662
 540 10 7.572140 1.728982 -13.385660 10.000000 10.301589 0.000000 -0.000000 0.000000 -13.385660
 540 2 64.442614 4.910181 1.928145 10.000000 0.000000 0.000000 7.712579 0.192814 1.735330
 540 1 0.000000 0.000000 -40.000000 40.000000 0.000000 0.000000 -0.000000 0.000000 -40.000000
 540 15 53.717881 1.541125 -20.516674 10.000000 16.681175 0.000000 -0.000000 0.000000 -20.516674
 540 16 112.890702 10.194214 4.754367 10.000000 7.005022 0.000000 19.017468 0.475437 4.278930
 540 8 17.607576 0.412929 -11.199621 10.000000 2.851336 0.000000 -0.000000 0.000000 -11.199621
 540 7 91.110852 7.584459 4.067567 10.000000 0.000000 0.000000 16.270270 0.406757 3.660811
 540 13 0.000000 22.788566 12.230853 30.000000 0.000000 0.000000 48.923411 1.223085 11.007768
 540 14 0.000000 6.285010 -14.859961 40.000000 0.000000 0.000000 -0.000000 0.000000 -14.859961
 540 6 0.000000 0.074973 -10.826286 10.000000 1.126179 0.000000 -0.000000 0.000000 -10.826286
 540 5 1.569857 0.089093 -9.643627 10.000000 0.000000 0.000000 -0.000000 0.000000 -9.643627
 540 12 7.212667 13.935677 12.789895 10.000000 0.000000 32.952813 0.000000 1.278989 11.510905
 540 11 0.000000 8.597093 -15.611627 50.000000 0.000000 0.000000 -0.000000 0.000000 -15.611627
 540 3 18.205037 11.960191 7.568153 10.000000 0.000000 0.000000 30.272613 0.756815 6.811338
 540 4 17.777174 22.503609 15.227895 10.000000 3.874963 0.000000 60.911579 1.522789 13.705105
 540 9 15.726894 0.000000 -18.832353 10.000000 8.832353 0.000000 0.000000 0.000000 -23.532690
 560 18 0.000000 10.700605 32.802420 10.000000 0.000000 0.000000 0.000000 3.280242 29.522178
 560 17 0.000000 3.665924 0.604651 10.000000 1.640441 0.000000 2.418603 0.060465 0.544186
 560 10 29.191923 1.514428 -14.243877 10.000000 10.301589 0.000000 -0.000000 0.000000 -14.243877
 560 1 0.000000 0.000000 -20.000000 20.000000 0.000000 0.000000 -0.000000 0.000000 -20.000000
 560 2 74.335705 13.935400 9.148320 10.000000 0.000000 0.000000 36.593280 0.914832 8.233488
 560 16 0.000000 22.578140 14.661508 10.000000 7.005022 0.000000 58.646032 1.466151 13.195357
 560 15 39.181496 12.900898 4.984483 10.000000 16.681175 0.000000 19.937932 0.498448 4.486035
 560 7 81.695779 26.693435 19.354748 10.000000 0.000000 0.000000 77.418991 1.935475 17.419273
 560 8 18.303937 5.210735 1.598321 10.000000 2.851336 0.000000 6.393284 0.159832 1.438489
 560 13 0.000000 0.000000 -20.000000 20.000000 0.000000 0.000000 -0.000000 0.000000 -20.000000
 560 14 0.000000 0.000000 -20.000000 20.000000 0.000000 0.000000 -0.000000 0.000000 -20.000000
 560 5 1.788434 2.037775 -1.848901 10.000000 0.000000 0.000000 -0.000000 0.000000 -1.848901
 560 6 4.676790 0.466195 -9.261398 10.000000 1.126179 0.000000 -0.000000 0.000000 -9.261398
 560 12 2.133362 4.957488 -23.122862 10.000000 0.000000 32.952813 -0.000000 0.000000 -23.122862
 560 11 0.000000 0.000000 -30.000000 30.000000 0.000000 0.000000 -0.000000 0.000000 -30.000000
 560 4 0.000000 3.555435 0.069355 10.000000 3.874963 0.000000 0.277421 0.006936 0.062420
 560 3 14.287568 20.953419 14.762735 10.000000 0.000000 0.000000 59.050942 1.476274 13.286462
 560 9 15.726894 0.000000 -18.832353 10.000000 8.832353 0.000000 0.000000 0.000000 -23.532690
 580 17 0.000000 31.610277 22.960133 10.000000 1.640441 0.000000 91.840534 2.296013 20.664120
 580 18 0.000000 45.241060 77.446108 10.000000 0.000000 0.000000 93.518131 7.744611 69.701497
 580 10 56.768056 6.045882 0.776388 10.000000 10.301589 0.000000 3.105550 0.077639 0.698749
 580 2 111.520534 18.850031 13.080025 10.000000 0.000000 0.000000 52.320101 1.308003 11.772023
 580 1 0.000000 0.000000 -10.000000 10.000000 0.000000 0.000000 -0.000000 0.000000 -10.000000
 580 15 56.391422 14.676438 6.404915 10.000000 16.681175 0.000000 25.619661 0.640492 5.764424
 580 16 0.000000 0.000000 -17.005022 10.000000 7.005022 0.000000 -0.000000 0.000000 -17.005022
 580 8 56.686253 16.917992 10.964126 10.000000 2.851336 0.000000 43.856506 1.096413 9.867714
 580 7 0.000000 20.186974 14.149579 10.000000 0.000000 0.000000 56.598317 1.414958 12.734621
 580 13 39.647917 0.000000 -47.820693 10.000000 0.000000 37.820693 0.000000 0.000000 -47.820693
 580 14 39.658630 0.000000 -47.820693 10.000000 0.000000 37.820693 0.000000 0.000000 -47.820693
 580 6 31.603031 2.701760 -0.319141 10.000000 1.126179 0.000000 -0.000000 0.000000 -0.319141
 580 5 63.876726 5.383598 2.306879 10.000000 0.000000 0.000000 9.227514 0.230688 2.076191
 580 12 29.024030 4.206814 -26.125559 10.000000 0.000000 32.952813 -0.000000 0.000000 -26.125559
 580 11 0.000000 0.000000 -20.000000 20.000000 0.000000 0.000000 -0.000000 0.000000 -20.000000
 580 3 0.000000 8.490912 4.792730 10.000000 0.000000 0.000000 19.170919 0.479273 4.313457
 580 4 0.000000 0.000000 -13.874963 10.000000 3.874963 0.000000 -0.000000 0.000000 -13.874963
