DAY ID TOTAL_ASSETS CURRENT_ASSETS INVENTORIES NON_CURRENT_ASSETS PAYMENT_ACCOUNT TOTAL_LIABILITIES CURRENT_LIABILITIES NON_CURRENT_LIABILITIES EQUITY PHYSICAL_CAPITAL ACTIVE
 180 10 1174.843876 341.510542 189.569656 833.333333 0.000000 286.655323 16.661180 269.994143 888.188552 277.777778 1
 180 2 1106.327276 134.557233 74.691599 833.333333 138.436710 0.000000 0.000000 0.000000 1106.327276 277.777778 1
 180 1 1550.704697 23.516032 13.053553 833.333333 693.855331 8.629961 0.000000 8.629961 1542.074736 277.777778 1
 180 15 1529.629483 555.521356 308.365276 833.333333 140.774794 391.997033 0.000000 391.997033 1137.632450 277.777778 1
 180 16 1086.498818 244.460374 135.697917 833.333333 8.705110 142.437366 0.000000 142.437366 944.061452 277.777778 1
 180 7 1175.697180 260.611928 144.663510 833.333333 81.751918 18.518519 0.000000 18.518519 1157.178661 277.777778 1
 180 8 1138.946934 305.613601 169.643563 833.333333 0.000000 97.402329 20.533783 76.868547 1041.544605 277.777778 1
 180 14 1640.074866 72.762472 40.389842 833.333333 733.979060 18.518519 0.000000 18.518519 1621.556347 277.777778 1
 180 13 1667.605245 0.000000 0.000000 833.333333 834.271911 18.518519 0.000000 18.518519 1649.086726 277.777778 1
 180 6 1074.091994 151.270759 83.969138 833.333333 89.487901 18.518519 0.000000 18.518519 1055.573475 277.777778 1
 180 5 1244.344684 226.497173 125.726693 833.333333 184.514178 18.518519 0.000000 18.518519 1225.826165 277.777778 1
 180 12 1549.165247 233.385436 129.550311 833.333333 482.446478 18.518519 0.000000 18.518519 1530.646728 277.777778 1
 180 11 1616.304252 135.587929 75.263730 833.333333 647.382990 18.518519 0.000000 18.518519 1597.785734 277.777778 1
 180 4 1173.947250 340.613917 189.071947 833.333333 0.000000 101.223709 55.753163 45.470547 1072.723541 277.777778 1
 180 3 1518.163248 245.807242 136.445552 833.333333 439.022672 11.851852 0.000000 11.851852 1506.311396 277.777778 1
 200 18 1045.032277 183.463573 95.070486 833.333333 28.235371 0.000000 0.000000 0.000000 1045.032277 277.777778 1
 200 17 1176.403026 343.069693 177.778084 833.333333 0.000000 40.198845 3.791296 36.407549 1136.204181 277.777778 1
 200 10 1191.827512 284.017741 147.177471 833.333333 74.476438 256.556117 0.000000 256.556117 935.271395 277.777778 1
 200 9 1216.498143 212.028504 109.872781 833.333333 171.136305 228.221935 0.000000 228.221935 988.276208 277.777778 1
 200 1 1589.974876 27.035595 14.009796 833.333333 729.605948 8.122316 0.000000 8.122316 1581.852560 277.777778 1
 200 2 1117.571154 193.554312 100.299489 833.333333 90.683508 0.000000 0.000000 0.000000 1117.571154 277.777778 1
 200 15 1506.819423 528.799998 274.023186 833.333333 144.686091 374.257786 0.000000 374.257786 1132.561636 277.777778 1
 200 16 1095.198247 261.864914 135.697917 833.333333 0.000000 143.757670 8.393517 135.364154 951.440577 277.777778 1
 200 7 1150.770556 305.027980 158.064938 833.333333 12.409242 17.361111 0.000000 17.361111 1133.409444 277.777778 1
 200 8 1128.813472 295.480138 153.117264 833.333333 0.000000 83.189860 6.151544 77.038316 1045.623612 277.777778 1
 200 13 1694.062837 40.780228 21.132239 833.333333 819.949275 17.361111 0.000000 17.361111 1676.701726 277.777778 1
 200 14 1705.787587 0.000000 0.000000 833.333333 872.454253 17.361111 0.000000 17.361111 1688.426476 277.777778 1
 200 5 1203.106962 175.426382 90.905628 833.333333 194.347247 17.361111 0.000000 17.361111 1185.745851 277.777778 1
 200 6 1093.836530 207.426184 107.487867 833.333333 53.077013 17.361111 0.000000 17.361111 1076.475419 277.777778 1
 200 11 1651.573738 188.562915 97.712956 833.333333 629.677489 17.361111 0.000000 17.361111 1634.212627 277.777778 1
 200 12 1602.144565 255.665785 132.485540 833.333333 513.145446 17.361111 0.000000 17.361111 1584.783454 277.777778 1
 200 4 1210.191035 376.857702 195.286968 833.333333 0.000000 147.423846 63.482813 83.941033 1062.767189 277.777778 1
 200 3 1575.224797 301.626291 156.302189 833.333333 440.265173 11.111111 0.000000 11.111111 1564.113686 277.777778 1
 220 17 1188.425741 320.400627 155.597212 833.333333 34.691780 34.772625 0.000000 34.772625 1153.653116 277.777778 1
 220 18 1059.689703 208.120999 101.070486 833.333333 18.235371 0.000000 0.000000 0.000000 1059.689703 277.777778 1
 220 9 1097.178094 218.829820 106.271046 833.333333 45.014940 216.243012 0.000000 216.243012 880.935082 277.777778 1
 220 10 1157.146971 303.106927 147.198815 833.333333 20.706710 243.118091 0.000000 243.118091 914.028880 277.777778 1
 220 2 1142.521551 249.921267 121.370088 833.333333 59.266950 0.000000 0.000000 0.000000 1142.521551 277.777778 1
 220 1 1643.835063 0.745439 0.362010 833.333333 809.756290 7.614671 0.000000 7.614671 1636.220392 277.777778 1
 220 15 1513.021819 454.953820 220.940722 833.333333 224.734666 356.518540 0.000000 356.518540 1156.503279 277.777778 1
 220 16 1124.001545 185.964434 90.310520 833.333333 104.703777 128.290941 0.000000 128.290941 995.710603 277.777778 1
 220 8 1146.781414 300.713704 146.036586 833.333333 12.734377 73.039861 0.000000 73.039861 1073.741553 277.777778 1
 220 7 1157.130206 249.437097 121.134959 833.333333 74.359776 16.203704 0.000000 16.203704 1140.926503 277.777778 1
 220 14 1734.047852 47.518459 23.076546 833.333333 853.196059 16.203704 0.000000 16.203704 1717.844148 277.777778 1
 220 13 1719.107759 119.707475 58.133935 833.333333 766.066951 16.203704 0.000000 16.203704 1702.904055 277.777778 1
 220 6 1106.476736 268.282374 130.286853 833.333333 4.861029 16.203704 0.000000 16.203704 1090.273032 277.777778 1
 220 5 1211.798318 168.557677 81.857220 833.333333 209.907308 16.203704 0.000000 16.203704 1195.594615 277.777778 1
 220 12 1663.314897 243.676988 118.337658 833.333333 586.304576 16.203704 0.000000 16.203704 1647.111194 277.777778 1
 220 11 1695.599834 233.295388 113.296008 833.333333 628.971112 16.203704 0.000000 16.203704 1679.396130 277.777778 1
 220 3 1608.875296 312.250475 151.639226 833.333333 463.291488 10.370370 0.000000 10.370370 1598.504926 277.777778 1
 220 4 1191.705789 358.372456 174.037596 833.333333 0.000000 145.532749 47.230845 98.301905 1046.173040 277.777778 1
 240 18 1076.211577 234.642872 107.070486 833.333333 8.235371 0.000000 0.000000 0.000000 1076.211577 277.777778 1
 240 17 1212.604480 341.869827 155.999491 833.333333 37.401320 33.137700 0.000000 33.137700 1179.466780 277.777778 1
 240 10 1169.065535 335.732202 153.198815 833.333333 0.000000 236.133691 6.453627 229.680065 932.931844 277.777778 1
 240 9 1100.465501 246.039798 112.271046 833.333333 21.092370 204.264089 0.000000 204.264089 896.201412 277.777778 1
 240 1 1673.799697 -0.000000 -0.000000 833.333333 840.466364 7.107026 0.000000 7.107026 1666.692671 277.777778 1
 240 2 1125.399944 180.095240 82.179717 833.333333 111.971371 0.000000 0.000000 0.000000 1125.399944 277.777778 1
 240 15 1466.419912 430.738417 196.551343 833.333333 202.348162 338.779293 0.000000 338.779293 1127.640618 277.777778 1
 240 16 1108.445412 213.479992 97.413598 833.333333 61.632087 121.217729 0.000000 121.217729 987.227683 277.777778 1
 240 8 1153.825764 312.730808 142.702991 833.333333 7.761622 69.041406 0.000000 69.041406 1084.784357 277.777778 1
 240 7 1153.581717 195.478572 89.199325 833.333333 124.769812 15.046296 0.000000 15.046296 1138.535421 277.777778 1
 240 13 1761.028859 155.703789 71.049592 833.333333 771.991737 15.046296 0.000000 15.046296 1745.982563 277.777778 1
 240 14 1771.505181 77.670568 35.442055 833.333333 860.501279 15.046296 0.000000 15.046296 1756.458885 277.777778 1
 240 6 1138.890297 305.556964 139.429476 833.333333 0.000000 43.903418 28.857122 15.046296 1094.986879 277.777778 1
 240 5 1240.210065 221.809263 101.214349 833.333333 185.067469 15.046296 0.000000 15.046296 1225.163769 277.777778 1
 240 11 1748.137403 251.726216 114.865830 833.333333 663.077853 15.046296 0.000000 15.046296 1733.091106 277.777778 1
 240 12 1709.348099 316.177778 144.275886 833.333333 559.836988 15.046296 0.000000 15.046296 1694.301803 277.777778 1
 240 4 1158.501549 303.916281 138.680812 833.333333 21.251934 93.699746 0.000000 93.699746 1064.801804 277.777778 1
 240 3 1634.762245 289.773819 132.227429 833.333333 511.655093 9.629630 0.000000 9.629630 1625.132615 277.777778 1
 260 18 1096.183802 262.850469 113.070486 833.333333 0.000000 1.764629 1.764629 0.000000 1094.419173 277.777778 1
 260 17 1226.058126 320.624224 137.923044 833.333333 72.100569 31.502776 0.000000 31.502776 1194.555350 277.777778 1
 260 9 1094.325376 260.992042 112.271046 833.333333 0.000000 193.208734 0.923568 192.285167 901.116641 277.777778 1
 260 10 1185.315057 351.981724 151.412112 833.333333 0.000000 240.127443 23.885404 216.242039 945.187614 277.777778 1
 260 2 1105.971356 203.266004 87.439014 833.333333 69.372019 0.000000 0.000000 0.000000 1105.971356 277.777778 1
 260 1 1710.225710 21.015124 9.040084 833.333333 855.877253 6.599382 0.000000 6.599382 1703.626329 277.777778 1
 260 15 1448.419099 367.192347 157.955272 833.333333 247.893418 321.040047 0.000000 321.040047 1127.379052 277.777778 1
 260 16 1123.892326 275.271224 118.413527 833.333333 15.287769 114.144516 0.000000 114.144516 1009.747810 277.777778 1
 260 7 1120.849815 211.983029 91.188820 833.333333 75.533452 13.888889 0.000000 13.888889 1106.960926 277.777778 1
 260 8 1162.480399 317.940381 136.768535 833.333333 11.206684 65.042952 0.000000 65.042952 1097.437447 277.777778 1
 260 14 1817.693431 32.702612 14.067695 833.333333 951.657486 13.888889 0.000000 13.888889 1803.804542 277.777778 1
 260 13 1811.774931 118.041861 50.778112 833.333333 860.399736 13.888889 0.000000 13.888889 1797.886042 277.777778 1
 260 6 1157.459498 324.126165 139.429476 833.333333 0.000000 63.904965 45.747737 18.157227 1093.554534 277.777778 1
 260 5 1212.771685 203.756944 87.650202 833.333333 175.681407 13.888889 0.000000 13.888889 1198.882796 277.777778 1
 260 12 1750.434849 322.350740 138.665741 833.333333 594.750775 13.888889 0.000000 13.888889 1736.545960 277.777778 1
 260 11 1804.651722 220.751873 94.960917 833.333333 750.566516 13.888889 0.000000 13.888889 1790.762833 277.777778 1
